"NUMINVES";"IDENPA";"NUMENTRE";"REG";"CIUDAD";"TAMCIUD";"COMDIST";"EDAD";"SEXO";"CODIGO";"DIAREAL";"MESREAL";"INI";"FIN";"DURA";"TOTRECH";"TOTNOCONT";"TOTREVI";"EDESCSINCONT";"NEGATELEGDESC";"OTROSELEGDES";"TOTCUOT";"NUMCASA";"CODSUPER";"SUPERVVI";"SUPERVEN";"CODIF";"DIGIT";"P1ST";"P2ST";"P3N";"P4ST";"P5STGBS";"P6STGBS";"P7STGBS";"P8ST";"P9STGBS";"P10STGBS";"P11STGBS";"P12STGBS.A";"P12STGBS.B";"P13ST";"P14STGBS.A";"P14STGBS.B";"P14ST.C";"P14ST.D";"P14ST.E";"P14ST.F";"P14ST.G";"P14ST.H";"P14ST.I";"P14ST.J";"P14ST.K";"P14ST.L";"P14ST.M";"P14ST.N";"P15STGBS";"P16ST";"P17ST";"P18ST.A";"P18ST.B";"P18ST.C";"P18ST.D";"P19ST";"P20ST";"P21ST";"P22N";"P23STM.1";"P23STM.2";"P23STM.3";"P24STGBS";"P25ST";"P26ST";"P27ST";"P28ST";"P28ST.A";"P28ST.B";"P28ST.C";"P28ST.D";"P29ST.A";"P29ST.B";"P29ST.C";"P29ST.D";"P29ST.E";"P29ST.F";"P29ST.G";"P29ST.H";"P30ST.A";"P30ST.B";"P30ST.C";"P30ST.D";"P30ST.E";"P1TE.A";"P1TE.B";"P1TE.C";"P1TE.D";"P2TE.A";"P2TE.B";"P2TE.C";"P2TE.D";"P3TE";"P31ST";"P32ST.A";"P32ST.B";"P33ST.A";"P33ST.B";"P33N.C";"P33ST.D";"P33N.E";"P34ST";"P35ST";"P1NCV";"P2NCV.1";"P2NCV.2";"P2NCV.3";"P2NCV.4";"P2NCV.5";"P2NCV.6";"P2NCV.7";"P2NCV.8";"P2NCV.9";"P2NCV.10";"P2NCV.11";"P2NCV.12";"P3NCV";"P4NCV.1";"P4NCV.2";"P4NCV.3";"P4NCV.4";"P4NCV.5";"P4NCV.6";"P4NCV.7";"P4NCV.8";"P4NCV.9";"P5NCV.1";"P5NCV.2";"P5NCV.3";"P5NCV.4";"P5NCV.5";"P5NCV.6";"P6NCV.1";"P6NCV.2";"P6NCV.3";"P6NCV.4";"P6NCV.5";"P6NCV.6";"P6NCV.7";"P6NCV.8";"P7NCV.A";"P7NCV.B";"P7NCV.C";"P7NCV.D";"P7NCV.E";"P7NCV.F";"P7NCV.G";"P8NCV.A";"P8NCV.B";"P8NCV.C";"P8NCV.D";"P9NCV.1";"P9NCV.2";"P9NCV.3";"P9NCV.4";"P9NCV.5";"P9NCV.6";"P9NCV.7";"P9NCV.8";"P36STGBS";"P37ST.A";"P37ST.B";"P38STGBS";"P39STGBS.A";"P40STGBS.B";"P41ST";"P42ST";"P43ST";"P44ST";"P45ST";"P46ST";"P47ST.A";"P47ST.B";"P47ST.C";"P47ST.D";"P48ST.1";"P48ST.2";"P48ST.3";"P48ST.4";"P48ST.5";"P48ST.6";"P48ST.7";"P48ST.8";"P48ST.9";"P48ST.10";"P48ST.11";"P49ST.A";"P49ST.B";"P49ST.C";"P50ST.A";"P50ST.B";"P50ST.C";"P51ST";"P52N";"P53N";"P54N";"P55ST";"P56N.1";"P56ST.2";"P56N.3";"P56ST.4";"P56ST.5";"P56ST.6";"P56ST.7";"P56ST.8";"P56ST.9";"P56ST.10";"P56ST.11";"P56ST.12";"P56N.13";"P56ST.14";"P57N";"P1NOIJ";"P2NOIJ.1";"P2NOIJ.2";"P2NOIJ.3";"P2NOIJ.4";"P2NOIJ.5";"P2NOIJ.6";"P2NOIJ.7";"P2NOIJ.8";"P2NOIJ.9";"P2NOIJ.10";"P2NOIJ.11";"P2NOIJ.12";"P3NOIJ.1";"P3NOIJ.2";"P3NOIJ.3";"P3NOIJ.4";"P3NOIJ.5";"P3NOIJ.6";"P3NOIJ.7";"P3NOIJ.8";"P3NOIJ.9";"P4NOIJ.1";"P4NOIJ.2";"P4NOIJ.3";"P4NOIJ.4";"P4NOIJ.5";"P5NOIJ";"P6NOIJ";"P7NOIJ";"P8NOIJ";"P9NOIJ";"P10NOIJ";"S00N";"S0N";"S1";"S1A";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"S13P1STINT.1";"S13P1STINT.2";"S13P1STINT.3";"S13P1STINT.4";"S13P1STINT.5";"S13P1STINT.6";"P2NINT";"P3NINT";"P4NINT.1";"P4NINT.2";"P4NINT.3";"P4NINT.4";"P4NINT.5";"P4NINT.6";"P4NINT.7";"P4NINT.8";"P4NINT.9";"P4NINT.10";"S14M.1";"S14M.2";"S14M.3";"S14M.4";"S14M.5";"S14M.6";"S14M.7";"S14M.8";"S14M.9";"S14M.10";"S14M.11";"S15A";"S15B";"S16";"S17";"S17.A";"S17.B";"S17.C";"S18.A";"S18.B";"S19";"S20A";"S20B";"S20C";"S20D";"S20E";"S20F";"S20G";"S20H";"S20I";"S20J";"S20K";"S21A";"S21B";"S22A";"S22B";"S23";"S24";"S25";"REEDUC.1";"REEDUC.2";"REEDUC.3";"REEDAD";"PERPART";"FAMPART";"WT"
24.0;218.0;1.0;218007.0;2.18007002E8;6.0;1.0;61.0;2.0;34.0;28.0;9.0;1257.0;1341.0;44.0;5.0;7.0;7.0;2.0;1.0;3.0;5.0;6.0;0.0;2.0;0.0;1.0;34.0;3.0;2.0;3.0;2.0;26.0;3.0;4.0;4.0;3.0;2.0;1.0;3.0;3.0;1.0;1.0;2.0;3.0;4.0;3.0;4.0;4.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;1.0;6.0;3.0;2.0;2.0;3.0;3.0;5.0;1.0;1.0;2.0;7.0;6.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;4.0;3.0;4.0;2.0;3.0;2.0;2.0;-1.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;3.0;2.0;1.0;3.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;4.0;2.0;96.0;-3.0;2.0;2.0;1.0;5.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;6.0;2.0;96.0;96.0;96.0;0.0;96.0;5.0;96.0;3.0;5.0;10.0;2.0;96.0;96.0;8.0;9.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;5.0;8.0;13.0;1.0;2.0;1.0;5.0;9.0;8.0;7.0;2.0;1.0;1.0;4.0;1.0;1.0;2.0;4.0;4.0;2.0;1.0;18.0;13.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-3.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.963111E7;10.0;11.0;1963.0;5.0;7.0;-3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;-3.0;1.0;-3.0;-3.0;-3.0;2.0;4.0;5.0;1.0;0.0;4.0;4.0;0.0;1.0
24.0;218.0;2.0;218007.0;2.18007002E8;6.0;1.0;41.0;1.0;34.0;28.0;9.0;1805.0;1903.0;58.0;1.0;6.0;3.0;2.0;1.0;3.0;5.0;4.0;0.0;2.0;0.0;1.0;34.0;2.0;2.0;3.0;4.0;26.0;4.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;4.0;3.0;2.0;2.0;2.0;2.0;4.0;1.0;2.0;1.0;8.0;1.0;6.0;1.0;2.0;1.0;2.0;3.0;3.0;1.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0;4.0;3.0;4.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;2.0;1.0;3.0;1.0;2.0;4.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;3.0;2.0;96.0;-3.0;1.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;5.0;4.0;96.0;96.0;96.0;96.0;96.0;5.0;96.0;6.0;96.0;96.0;96.0;96.0;96.0;4.0;0.0;18.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;8.0;-5.0;1.0;2.0;10.0;10.0;10.0;8.0;6.0;1.0;1.0;2.0;4.0;2.0;1.0;2.0;4.0;4.0;1.0;1.0;18.0;13.0;13.0;0.0;0.0;0.0;1.0;0.0;0.0;-3.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.983061E7;10.0;6.0;1983.0;4.0;7.0;-3.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;-3.0;1.0;-3.0;-3.0;-3.0;2.0;4.0;5.0;5.0;0.0;3.0;4.0;0.0;1.0
24.0;218.0;3.0;218007.0;2.18007002E8;6.0;1.0;34.0;1.0;34.0;28.0;9.0;1345.0;1418.0;33.0;10.0;6.0;10.0;1.0;0.0;2.0;6.0;9.0;0.0;2.0;0.0;1.0;34.0;1.0;2.0;3.0;3.0;35.0;4.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;1.0;2.0;2.0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;-1.0;4.0;4.0;4.0;4.0;1.0;8.0;2.0;2.0;2.0;2.0;3.0;9.0;2.0;2.0;1.0;9.0;6.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;4.0;3.0;2.0;-1.0;-3.0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;8.0;3.0;96.0;96.0;8.0;0.0;96.0;5.0;96.0;7.0;0.0;8.0;8.0;3.0;2.0;5.0;5.0;40.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;4.0;6.0;13.0;1.0;1.0;10.0;10.0;10.0;9.0;6.0;1.0;97.0;-3.0;3.0;1.0;4.0;2.0;4.0;4.0;2.0;1.0;21.0;15.0;15.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.989103E7;30.0;10.0;1989.0;1.0;-3.0;5.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;-3.0;1.0;-3.0;-3.0;-3.0;2.0;4.0;7.0;7.0;0.0;2.0;4.0;0.0;1.0
24.0;218.0;4.0;218007.0;2.18007002E8;6.0;1.0;52.0;1.0;34.0;28.0;9.0;1422.0;1459.0;37.0;8.0;7.0;4.0;1.0;0.0;2.0;4.0;6.0;0.0;2.0;0.0;1.0;34.0;1.0;2.0;3.0;4.0;9.0;4.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;1.0;1.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;4.0;4.0;2.0;4.0;4.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0;1.0;6.0;1.0;-3.0;1.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;2.0;3.0;3.0;2.0;2.0;3.0;4.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;2.0;1.0;218051.0;2.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;9.0;4.0;96.0;96.0;96.0;0.0;96.0;5.0;96.0;96.0;6.0;10.0;5.0;96.0;3.0;6.0;8.0;50.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;6.0;11.0;13.0;1.0;2.0;10.0;8.0;10.0;8.0;10.0;2.0;1.0;2.0;5.0;2.0;1.0;2.0;2.0;4.0;2.0;1.0;22.0;12.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;-3.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.9720524E7;24.0;5.0;1972.0;4.0;7.0;-3.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;-3.0;1.0;-3.0;-3.0;-3.0;2.0;4.0;4.0;3.0;0.0;3.0;2.0;30.0;1.0
24.0;218.0;5.0;218007.0;2.18007002E8;6.0;1.0;26.0;2.0;34.0;28.0;9.0;1501.0;1544.0;43.0;4.0;5.0;7.0;1.0;0.0;2.0;5.0;3.0;0.0;2.0;0.0;1.0;34.0;1.0;2.0;2.0;3.0;26.0;3.0;5.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;4.0;3.0;1.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;3.0;2.0;4.0;2.0;5.0;3.0;2.0;2.0;2.0;2.0;5.0;2.0;1.0;1.0;9.0;6.0;8.0;1.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;4.0;4.0;4.0;2.0;-1.0;2.0;2.0;-1.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;2.0;-1.0;-3.0;2.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;1.0;4.0;1.0;2.0;10.0;4.0;96.0;96.0;96.0;0.0;96.0;5.0;96.0;5.0;96.0;9.0;96.0;96.0;96.0;96.0;5.0;40.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;10.0;11.0;12.0;13.0;1.0;2.0;10.0;10.0;10.0;10.0;3.0;2.0;1.0;2.0;3.0;2.0;3.0;2.0;4.0;4.0;2.0;2.0;17.0;13.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;-3.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.9980828E7;28.0;8.0;1998.0;7.0;-3.0;-3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;-1.0;7.0;1.0;-3.0;4.0;2.0;4.0;5.0;3.0;3.0;2.0;4.0;0.0;1.0
24.0;218.0;6.0;218007.0;2.18007002E8;6.0;1.0;18.0;1.0;34.0;28.0;9.0;1554.0;1646.0;52.0;2.0;8.0;8.0;2.0;1.0;3.0;6.0;4.0;0.0;2.0;0.0;1.0;34.0;2.0;2.0;1.0;2.0;26.0;4.0;4.0;4.0;3.0;2.0;1.0;3.0;4.0;1.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;3.0;1.0;4.0;3.0;2.0;3.0;3.0;2.0;3.0;1.0;2.0;1.0;9.0;8.0;5.0;1.0;2.0;2.0;2.0;2.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;4.0;4.0;4.0;4.0;2.0;1.0;2.0;2.0;4.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;2.0;-1.0;-3.0;1.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;8.0;3.0;96.0;96.0;6.0;0.0;96.0;6.0;96.0;6.0;96.0;9.0;7.0;96.0;96.0;5.0;6.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;8.0;13.0;-5.0;2.0;2.0;5.0;5.0;3.0;5.0;5.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;4.0;4.0;1.0;1.0;17.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-3.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.006062E7;20.0;6.0;2006.0;1.0;-3.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;-3.0;1.0;-3.0;-3.0;-3.0;2.0;4.0;2.0;1.0;0.0;1.0;4.0;0.0;1.0
24.0;218.0;7.0;218007.0;2.18007002E8;6.0;1.0;29.0;2.0;34.0;28.0;9.0;1652.0;1720.0;28.0;5.0;3.0;7.0;1.0;0.0;2.0;6.0;6.0;0.0;2.0;3.0;1.0;34.0;1.0;2.0;3.0;3.0;26.0;4.0;2.0;2.0;4.0;2.0;1.0;3.0;3.0;1.0;2.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;0.0;3.0;3.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;5.0;8.0;9.0;1.0;2.0;1.0;2.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;4.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;2.0;2.0;-1.0;-3.0;2.0;1.0;1.0;2.0;3.0;2.0;3.0;3.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;10.0;4.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;9.0;96.0;96.0;96.0;5.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;6.0;10.0;2.0;2.0;1.0;10.0;1.0;10.0;10.0;1.0;1.0;2.0;3.0;2.0;4.0;2.0;4.0;4.0;2.0;2.0;22.0;15.0;15.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.9941009E7;9.0;10.0;1994.0;1.0;-3.0;4.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;-1.0;14.0;1.0;-3.0;4.0;2.0;4.0;7.0;7.0;6.0;2.0;4.0;0.0;1.0
24.0;218.0;8.0;218007.0;2.18007002E8;6.0;1.0;62.0;1.0;34.0;28.0;9.0;1725.0;1758.0;33.0;5.0;4.0;5.0;1.0;0.0;2.0;5.0;6.0;0.0;2.0;0.0;1.0;34.0;3.0;2.0;2.0;2.0;26.0;3.0;2.0;2.0;2.0;2.0;1.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0;4.0;3.0;4.0;1.0;8.0;3.0;2.0;2.0;2.0;3.0;5.0;1.0;1.0;1.0;1.0;7.0;8.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;3.0;3.0;2.0;3.0;2.0;2.0;4.0;4.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;4.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;2.0;2.0;96.0;-3.0;1.0;2.0;1.0;5.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;6.0;4.0;96.0;96.0;4.0;0.0;96.0;5.0;96.0;5.0;5.0;10.0;4.0;96.0;96.0;5.0;3.0;40.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;6.0;9.0;1.0;1.0;1.0;6.0;7.0;8.0;6.0;1.0;1.0;3.0;4.0;2.0;2.0;2.0;4.0;4.0;2.0;1.0;20.0;14.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;-3.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.9620227E7;27.0;2.0;1962.0;3.0;-3.0;5.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;-3.0;1.0;-3.0;-3.0;-3.0;2.0;4.0;6.0;3.0;0.0;4.0;4.0;0.0;1.0
